,Date,State,DailyIncrease,TotalStateCount,NationalPositiveCount
11856,2020-05-09,OR,92,3160,1310843
11857,2020-05-09,PA,1078,55316,1310843
11858,2020-05-09,PR,5,1034,1310843
11859,2020-05-09,RI,286,11427,1310843
11860,2020-05-09,SC,389,7531,1310843
11861,2020-05-09,SD,249,3393,1310843
11862,2020-05-09,TN,327,14768,1310843
11863,2020-05-09,TX,1251,37860,1310843
11864,2020-05-09,UT,184,6103,1310843
11865,2020-05-09,VA,854,23196,1310843
11866,2020-05-09,VI,0,68,1310843
11867,2020-05-09,VT,2,918,1310843
11868,2020-05-09,WA,128,17711,1310843
11869,2020-05-09,WI,372,11402,1310843
11870,2020-05-09,WV,25,1335,1310843
11871,2020-05-09,WY,9,653,1310843
11872,2020-05-08,AK,3,377,1285663
11873,2020-05-08,AL,323,9221,1285663
11874,2020-05-08,AR,83,3694,1285663
11875,2020-05-08,AS,0,0,1285663
11876,2020-05-08,AZ,581,10526,1285663
11877,2020-05-08,CA,1898,62512,1285663
11878,2020-05-08,CO,456,18827,1285663
11879,2020-05-08,CT,627,32411,1285663
11880,2020-05-08,DC,245,5899,1285663
11881,2020-05-08,DE,172,6111,1285663
11882,2020-05-08,FL,344,37733,1285663
11883,2020-05-08,GA,667,32106,1285663
11884,2020-05-08,GU,0,151,1285663
11885,2020-05-08,HI,3,629,1285663
11886,2020-05-08,IA,398,11457,1285663
11887,2020-05-08,ID,20,2178,1285663
11888,2020-05-08,IL,2887,73760,1285663
11889,2020-05-08,IN,643,23146,1285663
11890,2020-05-08,KS,357,6501,1285663
11891,2020-05-08,KY,195,6129,1285663
11892,2020-05-08,LA,203,30855,1285663
11893,2020-05-08,MA,1612,75333,1285663
11894,2020-05-08,MD,1111,30485,1285663
11895,2020-05-08,ME,44,1374,1285663
11896,2020-05-08,MI,618,52349,1285663
11897,2020-05-08,MN,712,13040,1285663
11898,2020-05-08,MO,148,9489,1285663
11899,2020-05-08,MP,0,15,1285663
11900,2020-05-08,MS,404,9090,1285663
11901,2020-05-08,MT,2,458,1285663
11902,2020-05-08,NC,471,13868,1285663
11903,2020-05-08,ND,53,1424,1285663
11904,2020-05-08,NE,419,7190,1285663
11905,2020-05-08,NH,103,2843,1285663
11906,2020-05-08,NJ,1819,135454,1285663
11907,2020-05-08,NM,180,4673,1285663
11908,2020-05-08,NV,118,5884,1285663
11909,2020-05-08,NY,2938,330407,1285663
11910,2020-05-08,OH,885,23016,1285663
11911,2020-05-08,OK,94,4424,1285663
11912,2020-05-08,OR,79,3068,1285663
11913,2020-05-08,PA,1323,54238,1285663
11914,2020-05-08,PR,16,1029,1285663
11915,2020-05-08,RI,231,11141,1285663
11916,2020-05-08,SC,206,7142,1285663
11917,2020-05-08,SD,239,3144,1285663
11918,2020-05-08,TN,345,14441,1285663
11919,2020-05-08,TX,1219,36609,1285663
11920,2020-05-08,UT,195,5919,1285663
11921,2020-05-08,VA,772,22342,1285663
11922,2020-05-08,VI,2,68,1285663
11923,2020-05-08,VT,2,916,1285663
11924,2020-05-08,WA,253,17583,1285663
11925,2020-05-08,WI,409,11030,1285663
11926,2020-05-08,WV,23,1310,1285663
11927,2020-05-08,WY,9,644,1285663
11928,2020-05-07,AK,2,374,1258504
11929,2020-05-07,AL,317,8898,1258504
11930,2020-05-07,AR,43,3611,1258504
11931,2020-05-07,AS,0,0,1258504
11932,2020-05-07,AZ,238,9945,1258504
11933,2020-05-07,CA,1799,60614,1258504
11934,2020-05-07,CO,541,18371,1258504
11935,2020-05-07,CT,789,31784,1258504
11936,2020-05-07,DC,193,5654,1258504
11937,2020-05-07,DE,161,5939,1258504
11938,2020-05-07,FL,625,37389,1258504
11939,2020-05-07,GA,743,31439,1258504
11940,2020-05-07,GU,0,151,1258504
11941,2020-05-07,HI,1,626,1258504
11942,2020-05-07,IA,655,11059,1258504
11943,2020-05-07,ID,31,2158,1258504
11944,2020-05-07,IL,2641,70873,1258504
11945,2020-05-07,IN,633,22503,1258504
11946,2020-05-07,KS,410,6144,1258504
11947,2020-05-07,KY,112,5934,1258504
11948,2020-05-07,LA,253,30652,1258504
11949,2020-05-07,MA,1696,73721,1258504
11950,2020-05-07,MD,1211,29374,1258504
11951,2020-05-07,ME,76,1330,1258504
11952,2020-05-07,MI,600,51731,1258504
11953,2020-05-07,MN,818,12328,1258504
11954,2020-05-07,MO,239,9341,1258504
11955,2020-05-07,MP,0,15,1258504
11956,2020-05-07,MS,262,8686,1258504
11957,2020-05-07,MT,0,456,1258504
11958,2020-05-07,NC,639,13397,1258504
11959,2020-05-07,ND,49,1371,1258504
11960,2020-05-07,NE,333,6771,1258504
11961,2020-05-07,NH,104,2740,1258504
11962,2020-05-07,NJ,1745,133635,1258504
11963,2020-05-07,NM,202,4493,1258504
11964,2020-05-07,NV,103,5766,1258504
11965,2020-05-07,NY,3491,327469,1258504
11966,2020-05-07,OH,555,22131,1258504
11967,2020-05-07,OK,129,4330,1258504
11968,2020-05-07,OR,73,2989,1258504
11969,2020-05-07,PA,1070,52915,1258504
11970,2020-05-07,PR,7,1013,1258504
11971,2020-05-07,RI,271,10910,1258504
11972,2020-05-07,SC,0,6936,1258504
11973,2020-05-07,SD,126,2905,1258504
11974,2020-05-07,TN,158,14096,1258504
11975,2020-05-07,TX,968,35390,1258504
11976,2020-05-07,UT,129,5724,1258504
11977,2020-05-07,VA,1314,21570,1258504
11978,2020-05-07,VI,0,66,1258504
11979,2020-05-07,VT,5,914,1258504
11980,2020-05-07,WA,265,17330,1258504
11981,2020-05-07,WI,359,10621,1258504
11982,2020-05-07,WV,39,1287,1258504
11983,2020-05-07,WY,4,635,1258504
11984,2020-05-06,AK,1,372,1231277
11985,2020-05-06,AL,296,8581,1231277
11986,2020-05-06,AR,72,3568,1231277
11987,2020-05-06,AS,0,0,1231277
11988,2020-05-06,AZ,402,9707,1231277
11989,2020-05-06,CA,2603,58815,1231277
11990,2020-05-06,CO,466,17830,1231277
11991,2020-05-06,CT,374,30995,1231277
11992,2020-05-06,DC,139,5461,1231277
11993,2020-05-06,DE,407,5778,1231277
11994,2020-05-06,FL,581,36764,1231277
11995,2020-05-06,GA,985,30696,1231277
11996,2020-05-06,GU,2,151,1231277
11997,2020-05-06,HI,4,625,1231277
11998,2020-05-06,IA,293,10404,1231277
11999,2020-05-06,ID,21,2127,1231277
12000,2020-05-06,IL,2270,68232,1231277
12001,2020-05-06,IN,837,21870,1231277
12002,2020-05-06,KS,276,5734,1231277
12003,2020-05-06,KY,577,5822,1231277
12004,2020-05-06,LA,403,30399,1231277
12005,2020-05-06,MA,1754,72025,1231277
12006,2020-05-06,MD,1046,28163,1231277
12007,2020-05-06,ME,28,1254,1231277
12008,2020-05-06,MI,634,51131,1231277
12009,2020-05-06,MN,634,11510,1231277
12010,2020-05-06,MO,186,9102,1231277
12011,2020-05-06,MP,1,15,1231277
12012,2020-05-06,MS,217,8424,1231277
12013,2020-05-06,MT,0,456,1231277
12014,2020-05-06,NC,502,12758,1231277
12015,2020-05-06,ND,56,1322,1231277
12016,2020-05-06,NE,355,6438,1231277
12017,2020-05-06,NH,48,2636,1231277
12018,2020-05-06,NJ,1297,131890,1231277
12019,2020-05-06,NM,153,4291,1231277
12020,2020-05-06,NV,69,5663,1231277
12021,2020-05-06,NY,2786,323978,1231277
12022,2020-05-06,OH,607,21576,1231277
12023,2020-05-06,OK,74,4201,1231277
12024,2020-05-06,OR,77,2916,1231277
12025,2020-05-06,PA,888,51845,1231277
12026,2020-05-06,PR,1,1006,1231277
12027,2020-05-06,RI,342,10639,1231277
12028,2020-05-06,SC,179,6936,1231277
12029,2020-05-06,SD,58,2779,1231277
12030,2020-05-06,TN,248,13938,1231277
12031,2020-05-06,TX,1053,34422,1231277
12032,2020-05-06,UT,146,5595,1231277
12033,2020-05-06,VA,0,20256,1231277
12034,2020-05-06,VI,0,66,1231277
12035,2020-05-06,VT,3,909,1231277
12036,2020-05-06,WA,289,17065,1231277
12037,2020-05-06,WI,366,10262,1231277
12038,2020-05-06,WV,10,1248,1231277
12039,2020-05-06,WY,27,631,1231277
12040,2020-05-05,AK,1,371,1206134
12041,2020-05-05,AL,260,8285,1206134
12042,2020-05-05,AR,38,3496,1206134
12043,2020-05-05,AS,0,0,1206134
12044,2020-05-05,AZ,386,9305,1206134
12045,2020-05-05,CA,1275,56212,1206134
12046,2020-05-05,CO,457,17364,1206134
12047,2020-05-05,CT,1334,30621,1206134
12048,2020-05-05,DC,152,5322,1206134
12049,2020-05-05,DE,83,5371,1206134
12050,2020-05-05,FL,574,36183,1206134
12051,2020-05-05,GA,343,29711,1206134
12052,2020-05-05,GU,0,149,1206134
12053,2020-05-05,HI,1,621,1206134
12054,2020-05-05,IA,408,10111,1206134
12055,2020-05-05,ID,45,2106,1206134
12056,2020-05-05,IL,2122,65962,1206134
12057,2020-05-05,IN,526,21033,1206134
12058,2020-05-05,KS,213,5458,1206134
12059,2020-05-05,KY,115,5245,1206134
12060,2020-05-05,LA,323,29996,1206134
12061,2020-05-05,MA,1184,70271,1206134
12062,2020-05-05,MD,709,27117,1206134
12063,2020-05-05,ME,21,1226,1206134
12064,2020-05-05,MI,688,50497,1206134
12065,2020-05-05,MN,641,10876,1206134
12066,2020-05-05,MO,162,8916,1206134
12067,2020-05-05,MP,0,14,1206134
12068,2020-05-05,MS,330,8207,1206134
12069,2020-05-05,MT,-1,456,1206134
12070,2020-05-05,NC,408,12256,1206134
12071,2020-05-05,ND,41,1266,1206134
12072,2020-05-05,NE,173,6083,1206134
12073,2020-05-05,NH,0,2588,1206134
12074,2020-05-05,NJ,2324,130593,1206134
12075,2020-05-05,NM,107,4138,1206134
12076,2020-05-05,NV,103,5594,1206134
12077,2020-05-05,NY,2239,321192,1206134
12078,2020-05-05,OH,495,20969,1206134
12079,2020-05-05,OK,83,4127,1206134
12080,2020-05-05,OR,80,2839,1206134
12081,2020-05-05,PA,865,50957,1206134
12082,2020-05-05,PR,4,1005,1206134
12083,2020-05-05,RI,303,10297,1206134
12084,2020-05-05,SC,131,6757,1206134
12085,2020-05-05,SD,53,2721,1206134
12086,2020-05-05,TN,119,13690,1206134
12087,2020-05-05,TX,1037,33369,1206134
12088,2020-05-05,UT,132,5449,1206134
12089,2020-05-05,VA,764,20256,1206134
12090,2020-05-05,VI,0,66,1206134
12091,2020-05-05,VT,5,906,1206134
12092,2020-05-05,WA,258,16776,1206134
12093,2020-05-05,WI,358,9896,1206134
12094,2020-05-05,WV,32,1238,1206134
12095,2020-05-05,WY,8,604,1206134
12096,2020-05-04,AK,2,370,1183622
12097,2020-05-04,AL,300,8025,1183622
12098,2020-05-04,AR,27,3458,1183622
12099,2020-05-04,AS,0,0,1183622
12100,2020-05-04,AZ,279,8919,1183622
12101,2020-05-04,CA,1321,54937,1183622
12102,2020-05-04,CO,272,16907,1183622
12103,2020-05-04,CT,0,29287,1183622
12104,2020-05-04,DC,154,5170,1183622
12105,2020-05-04,DE,80,5288,1183622
12106,2020-05-04,FL,768,35609,1183622
12107,2020-05-04,GA,766,29368,1183622
12108,2020-05-04,GU,-1,149,1183622
12109,2020-05-04,HI,0,620,1183622
12110,2020-05-04,IA,534,9703,1183622
12111,2020-05-04,ID,0,2061,1183622
12112,2020-05-04,IL,2341,63840,1183622
12113,2020-05-04,IN,574,20507,1183622
12114,2020-05-04,KS,215,5245,1183622
12115,2020-05-04,KY,251,5130,1183622
12116,2020-05-04,LA,333,29673,1183622
12117,2020-05-04,MA,1000,69087,1183622
12118,2020-05-04,MD,946,26408,1183622
12119,2020-05-04,ME,20,1205,1183622
12120,2020-05-04,MI,780,49809,1183622
12121,2020-05-04,MN,824,10235,1183622
12122,2020-05-04,MO,368,8754,1183622
12123,2020-05-04,MP,0,14,1183622
12124,2020-05-04,MS,327,7877,1183622
12125,2020-05-04,MT,2,457,1183622
12126,2020-05-04,NC,184,11848,1183622
12127,2020-05-04,ND,34,1225,1183622
12128,2020-05-04,NE,584,5910,1183622
12129,2020-05-04,NH,159,2588,1183622
12130,2020-05-04,NJ,1525,128269,1183622
12131,2020-05-04,NM,181,4031,1183622
12132,2020-05-04,NV,68,5491,1183622
12133,2020-05-04,NY,2538,318953,1183622
12134,2020-05-04,OH,560,20474,1183622
12135,2020-05-04,OK,72,4044,1183622
12136,2020-05-04,OR,79,2759,1183622
12137,2020-05-04,PA,825,50092,1183622
12138,2020-05-04,PR,13,1001,1183622
12139,2020-05-04,RI,291,9994,1183622
12140,2020-05-04,SC,0,6626,1183622
12141,2020-05-04,SD,37,2668,1183622
12142,2020-05-04,TN,394,13571,1183622
12143,2020-05-04,TX,784,32332,1183622
12144,2020-05-04,UT,142,5317,1183622
12145,2020-05-04,VA,821,19492,1183622
12146,2020-05-04,VI,0,66,1183622
12147,2020-05-04,VT,5,901,1183622
12148,2020-05-04,WA,386,16518,1183622
12149,2020-05-04,WI,311,9538,1183622
12150,2020-05-04,WV,15,1206,1183622
12151,2020-05-04,WY,10,596,1183622
12152,2020-05-03,AK,3,368,1161121
12153,2020-05-03,AL,291,7725,1161121
12154,2020-05-03,AR,59,3431,1161121
12155,2020-05-03,AS,0,0,1161121
12156,2020-05-03,AZ,276,8640,1161121
12157,2020-05-03,CA,1419,53616,1161121
12158,2020-05-03,CO,410,16635,1161121
12159,2020-05-03,CT,523,29287,1161121
12160,2020-05-03,DC,219,5016,1161121
12161,2020-05-03,DE,170,5208,1161121
12162,2020-05-03,FL,632,34841,1161121
12163,2020-05-03,GA,296,28602,1161121
12164,2020-05-03,GU,2,150,1161121
12165,2020-05-03,HI,1,620,1161121
12166,2020-05-03,IA,528,9169,1161121
12167,2020-05-03,ID,26,2061,1161121
12168,2020-05-03,IL,2994,61499,1161121
12169,2020-05-03,IN,638,19933,1161121
12170,2020-05-03,KS,284,5030,1161121
12171,2020-05-03,KY,0,4879,1161121
12172,2020-05-03,LA,200,29340,1161121
12173,2020-05-03,MA,1824,68087,1161121
12174,2020-05-03,MD,989,25462,1161121
12175,2020-05-03,ME,33,1185,1161121
12176,2020-05-03,MI,357,49029,1161121
12177,2020-05-03,MN,340,9411,1161121
12178,2020-05-03,MO,232,8386,1161121
12179,2020-05-03,MP,0,14,1161121
12180,2020-05-03,MS,109,7550,1161121
12181,2020-05-03,MT,0,455,1161121
12182,2020-05-03,NC,155,11664,1161121
12183,2020-05-03,ND,38,1191,1161121
12184,2020-05-03,NE,488,5326,1161121
12185,2020-05-03,NH,119,2429,1161121
12186,2020-05-03,NJ,3027,126744,1161121
12187,2020-05-03,NM,118,3850,1161121
12188,2020-05-03,NV,112,5423,1161121
12189,2020-05-03,NY,3438,316415,1161121
12190,2020-05-03,OH,579,19914,1161121
12191,2020-05-03,OK,121,3972,1161121
12192,2020-05-03,OR,45,2680,1161121
12193,2020-05-03,PA,962,49267,1161121
12194,2020-05-03,PR,15,988,1161121
12195,2020-05-03,RI,181,9703,1161121
12196,2020-05-03,SC,137,6626,1161121
12197,2020-05-03,SD,43,2631,1161121
12198,2020-05-03,TN,516,13177,1161121
12199,2020-05-03,TX,1026,31548,1161121
12200,2020-05-03,UT,194,5175,1161121
12201,2020-05-03,VA,940,18671,1161121
12202,2020-05-03,VI,0,66,1161121
12203,2020-05-03,VT,11,896,1161121
12204,2020-05-03,WA,84,16132,1161121
12205,2020-05-03,WI,307,9227,1161121
12206,2020-05-03,WV,22,1191,1161121
12207,2020-05-03,WY,7,586,1161121
12208,2020-05-02,AK,1,365,1135581
12209,2020-05-02,AL,276,7434,1135581
12210,2020-05-02,AR,51,3372,1135581
12211,2020-05-02,AS,0,0,1135581
12212,2020-05-02,AZ,402,8364,1135581
12213,2020-05-02,CA,1755,52197,1135581
12214,2020-05-02,CO,457,16225,1135581
12215,2020-05-02,CT,0,28764,1135581
12216,2020-05-02,DC,139,4797,1135581
12217,2020-05-02,DE,120,5038,1135581
12218,2020-05-02,FL,703,34209,1135581
12219,2020-05-02,GA,1036,28306,1135581
12220,2020-05-02,GU,2,148,1135581
12221,2020-05-02,HI,1,619,1135581
12222,2020-05-02,IA,757,8641,1135581
12223,2020-05-02,ID,20,2035,1135581
12224,2020-05-02,IL,2450,58505,1135581
12225,2020-05-02,IN,665,19295,1135581
12226,2020-05-02,KS,297,4746,1135581
12227,2020-05-02,KY,171,4879,1135581
12228,2020-05-02,LA,429,29140,1135581
12229,2020-05-02,MA,1952,66263,1135581
12230,2020-05-02,MD,1001,24473,1135581
12231,2020-05-02,ME,29,1152,1135581
12232,2020-05-02,MI,432,48672,1135581
12233,2020-05-02,MN,335,9071,1135581
12234,2020-05-02,MO,319,8154,1135581
12235,2020-05-02,MP,0,14,1135581
12236,2020-05-02,MS,229,7441,1135581
12237,2020-05-02,MT,2,455,1135581
12238,2020-05-02,NC,586,11509,1135581
12239,2020-05-02,ND,46,1153,1135581
12240,2020-05-02,NE,557,4838,1135581
12241,2020-05-02,NH,164,2310,1135581
12242,2020-05-02,NJ,2527,123717,1135581
12243,2020-05-02,NM,219,3732,1135581
12244,2020-05-02,NV,84,5311,1135581
12245,2020-05-02,NY,4663,312977,1135581
12246,2020-05-02,OH,592,19335,1135581
12247,2020-05-02,OK,103,3851,1135581
12248,2020-05-02,OR,56,2635,1135581
12249,2020-05-02,PA,1334,48305,1135581
12250,2020-05-02,PR,9,973,1135581
12251,2020-05-02,RI,189,9522,1135581
12252,2020-05-02,SC,231,6489,1135581
12253,2020-05-02,SD,63,2588,1135581
12254,2020-05-02,TN,770,12661,1135581
12255,2020-05-02,TX,1293,30522,1135581
12256,2020-05-02,UT,153,4981,1135581
12257,2020-05-02,VA,830,17731,1135581
12258,2020-05-02,VI,0,66,1135581
12259,2020-05-02,VT,6,885,1135581
12260,2020-05-02,WA,112,16048,1135581
12261,2020-05-02,WI,370,8920,1135581
12262,2020-05-02,WV,33,1169,1135581
12263,2020-05-02,WY,13,579,1135581
12264,2020-05-01,AK,9,364,1106547
12265,2020-05-01,AL,139,7158,1106547
12266,2020-05-01,AR,66,3321,1106547
12267,2020-05-01,AS,0,0,1106547
12268,2020-05-01,AZ,314,7962,1106547
12269,2020-05-01,CA,1525,50442,1106547
12270,2020-05-01,CO,484,15768,1106547
12271,2020-05-01,CT,1064,28764,1106547
12272,2020-05-01,DC,335,4658,1106547
12273,2020-05-01,DE,184,4918,1106547
12274,2020-05-01,FL,977,33506,1106547
12275,2020-05-01,GA,1115,27270,1106547
12276,2020-05-01,GU,0,146,1106547
12277,2020-05-01,HI,5,618,1106547
12278,2020-05-01,IA,739,7884,1106547
12279,2020-05-01,ID,31,2015,1106547
12280,2020-05-01,IL,3137,56055,1106547
12281,2020-05-01,IN,795,18630,1106547
12282,2020-05-01,KS,211,4449,1106547
12283,2020-05-01,KY,169,4708,1106547
12284,2020-05-01,LA,710,28711,1106547
12285,2020-05-01,MA,2106,64311,1106547
12286,2020-05-01,MD,1730,23472,1106547
12287,2020-05-01,ME,28,1123,1106547
12288,2020-05-01,MI,735,48240,1106547
12289,2020-05-01,MN,620,8736,1106547
12290,2020-05-01,MO,273,7835,1106547
12291,2020-05-01,MP,0,14,1106547
12292,2020-05-01,MS,397,7212,1106547
12293,2020-05-01,MT,0,453,1106547
12294,2020-05-01,NC,414,10923,1106547
12295,2020-05-01,ND,40,1107,1106547
12296,2020-05-01,NE,497,4281,1106547
12297,2020-05-01,NH,92,2146,1106547
12298,2020-05-01,NJ,2538,121190,1106547
12299,2020-05-01,NM,102,3513,1106547
12300,2020-05-01,NV,229,5227,1106547
12301,2020-05-01,NY,3942,308314,1106547
12302,2020-05-01,OH,716,18743,1106547
12303,2020-05-01,OK,130,3748,1106547
12304,2020-05-01,OR,69,2579,1106547
12305,2020-05-01,PA,1208,46971,1106547
12306,2020-05-01,PR,9,964,1106547
12307,2020-05-01,RI,317,9333,1106547
12308,2020-05-01,SC,163,6258,1106547
12309,2020-05-01,SD,76,2525,1106547
12310,2020-05-01,TN,1156,11891,1106547
12311,2020-05-01,TX,1142,29229,1106547
12312,2020-05-01,UT,156,4828,1106547
12313,2020-05-01,VA,1055,16901,1106547
12314,2020-05-01,VI,0,66,1106547
12315,2020-05-01,VT,13,879,1106547
12316,2020-05-01,WA,317,15936,1106547
12317,2020-05-01,WI,498,8550,1106547
12318,2020-05-01,WV,18,1136,1106547
12319,2020-05-01,WY,7,566,1106547
12320,2020-04-30,AK,0,355,1073745
12321,2020-04-30,AL,177,7019,1073745
12322,2020-04-30,AR,63,3255,1073745
12323,2020-04-30,AS,0,0,1073745
12324,2020-04-30,AZ,446,7648,1073745
12325,2020-04-30,CA,2417,48917,1073745
12326,2020-04-30,CO,526,15284,1073745
12327,2020-04-30,CT,933,27700,1073745
12328,2020-04-30,DC,217,4323,1073745
12329,2020-04-30,DE,79,4734,1073745
12330,2020-04-30,FL,514,32529,1073745
12331,2020-04-30,GA,532,26155,1073745
12332,2020-04-30,GU,1,146,1073745
12333,2020-04-30,HI,4,613,1073745
12334,2020-04-30,IA,302,7145,1073745
12335,2020-04-30,ID,32,1984,1073745
12336,2020-04-30,IL,2563,52918,1073745
12337,2020-04-30,IN,653,17835,1073745
12338,2020-04-30,KS,500,4238,1073745
12339,2020-04-30,KY,164,4539,1073745
12340,2020-04-30,LA,341,28001,1073745
12341,2020-04-30,MA,1940,62205,1073745
12342,2020-04-30,MD,893,21742,1073745
12343,2020-04-30,ME,39,1095,1073745
12344,2020-04-30,MI,1017,47505,1073745
12345,2020-04-30,MN,648,8116,1073745
12346,2020-04-30,MO,137,7562,1073745
12347,2020-04-30,MP,0,14,1073745
12348,2020-04-30,MS,246,6815,1073745
12349,2020-04-30,MT,2,453,1073745
12350,2020-04-30,NC,561,10509,1073745
12351,2020-04-30,ND,34,1067,1073745
12352,2020-04-30,NE,410,3784,1073745
12353,2020-04-30,NH,44,2054,1073745
12354,2020-04-30,NJ,2388,118652,1073745
12355,2020-04-30,NM,198,3411,1073745
12356,2020-04-30,NV,100,4998,1073745
12357,2020-04-30,NY,4681,304372,1073745
12358,2020-04-30,OH,724,18027,1073745
12359,2020-04-30,OK,145,3618,1073745
12360,2020-04-30,OR,64,2510,1073745
12361,2020-04-30,PA,1397,45763,1073745
12362,2020-04-30,PR,51,955,1073745
12363,2020-04-30,RI,348,9016,1073745
12364,2020-04-30,SC,214,6095,1073745
12365,2020-04-30,SD,76,2449,1073745
12366,2020-04-30,TN,369,10735,1073745
12367,2020-04-30,TX,1033,28087,1073745
12368,2020-04-30,UT,177,4672,1073745
12369,2020-04-30,VA,885,15846,1073745
12370,2020-04-30,VI,4,66,1073745
12371,2020-04-30,VT,4,866,1073745
12372,2020-04-30,WA,248,15619,1073745
12373,2020-04-30,WI,392,8052,1073745
12374,2020-04-30,WV,23,1118,1073745
12375,2020-04-30,WY,15,559,1073745
12376,2020-04-29,AK,4,355,1043774
12377,2020-04-29,AL,155,6842,1043774
12378,2020-04-29,AR,81,3192,1043774
12379,2020-04-29,AS,0,0,1043774
12380,2020-04-29,AZ,254,7202,1043774
12381,2020-04-29,CA,1469,46500,1043774
12382,2020-04-29,CO,442,14758,1043774
12383,2020-04-29,CT,455,26767,1043774
12384,2020-04-29,DC,112,4106,1043774
12385,2020-04-29,DE,80,4655,1043774
12386,2020-04-29,FL,343,32015,1043774
12387,2020-04-29,GA,1008,25623,1043774
12388,2020-04-29,GU,1,145,1043774
12389,2020-04-29,HI,2,609,1043774
12390,2020-04-29,IA,467,6843,1043774
12391,2020-04-29,ID,35,1952,1043774
12392,2020-04-29,IL,2253,50355,1043774
12393,2020-04-29,IN,594,17182,1043774
12394,2020-04-29,KS,247,3738,1043774
12395,2020-04-29,KY,229,4375,1043774
12396,2020-04-29,LA,374,27660,1043774
12397,2020-04-29,MA,1963,60265,1043774
12398,2020-04-29,MD,736,20849,1043774
12399,2020-04-29,ME,16,1056,1043774
12400,2020-04-29,MI,950,46488,1043774
12401,2020-04-29,MN,680,7468,1043774
12402,2020-04-29,MO,122,7425,1043774
12403,2020-04-29,MP,0,14,1043774
12404,2020-04-29,MS,227,6569,1043774
12405,2020-04-29,MT,0,451,1043774
12406,2020-04-29,NC,380,9948,1043774
12407,2020-04-29,ND,42,1033,1043774
12408,2020-04-29,NE,16,3374,1043774
12409,2020-04-29,NH,72,2010,1043774
12410,2020-04-29,NJ,2408,116264,1043774
12411,2020-04-29,NM,239,3213,1043774
12412,2020-04-29,NV,93,4898,1043774
12413,2020-04-29,NY,4585,299691,1043774
12414,2020-04-29,OH,534,17303,1043774
12415,2020-04-29,OK,63,3473,1043774
12416,2020-04-29,OR,92,2446,1043774
12417,2020-04-29,PA,1102,44366,1043774
12418,2020-04-29,PR,6,904,1043774
12419,2020-04-29,RI,372,8668,1043774
12420,2020-04-29,SC,268,5881,1043774
12421,2020-04-29,SD,60,2373,1043774
12422,2020-04-29,TN,314,10366,1043774
12423,2020-04-29,TX,883,27054,1043774
12424,2020-04-29,UT,152,4495,1043774
12425,2020-04-29,VA,622,14961,1043774
12426,2020-04-29,VI,3,62,1043774
12427,2020-04-29,VT,0,862,1043774
12428,2020-04-29,WA,328,15371,1043774
12429,2020-04-29,WI,269,7660,1043774
12430,2020-04-29,WV,16,1095,1043774
12431,2020-04-29,WY,8,544,1043774
12432,2020-04-28,AK,6,351,1017548
12433,2020-04-28,AL,188,6687,1017548
12434,2020-04-28,AR,94,3111,1017548
12435,2020-04-28,AS,0,0,1017548
12436,2020-04-28,AZ,232,6948,1017548
12437,2020-04-28,CA,1567,45031,1017548
12438,2020-04-28,CO,437,14316,1017548
12439,2020-04-28,CT,1043,26312,1017548
12440,2020-04-28,DC,102,3994,1017548
12441,2020-04-28,DE,413,4575,1017548
12442,2020-04-28,FL,748,31672,1017548
12443,2020-04-28,GA,702,24615,1017548
12444,2020-04-28,GU,2,144,1017548
12445,2020-04-28,HI,1,607,1017548
12446,2020-04-28,IA,508,6376,1017548
12447,2020-04-28,ID,20,1917,1017548
12448,2020-04-28,IL,2219,48102,1017548
12449,2020-04-28,IN,627,16588,1017548
12450,2020-04-28,KS,163,3491,1017548
12451,2020-04-28,KY,72,4146,1017548
12452,2020-04-28,LA,218,27286,1017548
12453,2020-04-28,MA,1840,58302,1017548
12454,2020-04-28,MD,626,20113,1017548
12455,2020-04-28,ME,17,1040,1017548
12456,2020-04-28,MI,829,45538,1017548
12457,2020-04-28,MN,601,6788,1017548
12458,2020-04-28,MO,132,7303,1017548
12459,2020-04-28,MP,0,14,1017548
12460,2020-04-28,MS,248,6342,1017548
12461,2020-04-28,MT,2,451,1017548
12462,2020-04-28,NC,426,9568,1017548
12463,2020-04-28,ND,49,991,1017548
12464,2020-04-28,NE,330,3358,1017548
12465,2020-04-28,NH,74,1938,1017548
12466,2020-04-28,NJ,2668,113856,1017548
12467,2020-04-28,NM,151,2974,1017548
12468,2020-04-28,NV,115,4805,1017548
12469,2020-04-28,NY,3110,295106,1017548
12470,2020-04-28,OH,444,16769,1017548
12471,2020-04-28,OK,130,3410,1017548
12472,2020-04-28,OR,0,2354,1017548
12473,2020-04-28,PA,1214,43264,1017548
12474,2020-04-28,PR,3,898,1017548
12475,2020-04-28,RI,324,8296,1017548
12476,2020-04-28,SC,123,5613,1017548
12477,2020-04-28,SD,68,2313,1017548
12478,2020-04-28,TN,134,10052,1017548
12479,2020-04-28,TX,874,26171,1017548
12480,2020-04-28,UT,110,4343,1017548
12481,2020-04-28,VA,804,14339,1017548
12482,2020-04-28,VI,0,59,1017548
12483,2020-04-28,VT,7,862,1017548
12484,2020-04-28,WA,295,15043,1017548
12485,2020-04-28,WI,230,7391,1017548
12486,2020-04-28,WV,16,1079,1017548
12487,2020-04-28,WY,16,536,1017548
12488,2020-04-27,AK,4,345,992176
12489,2020-04-27,AL,229,6499,992176
12490,2020-04-27,AR,76,3017,992176
